"Date","TrackID","RaceNumber","surfaceDescription","HorseName","ProgramNumber","PostPos","MLodds"
"2020-06-09","ARP","3","Dirt","D Witches of O Two"," 5 ","5","12-1"
"2020-06-09","ARP","3","Dirt","Curl"," 6 ","6","6-1"
"2020-06-09","ARP","3","Dirt","Fried Onions"," 7 ","7","12-1"
"2020-06-09","ARP","3","Dirt","Elizabeth's Music"," 8 ","8","8-1"
"2020-06-09","ARP","3","Dirt","Aly J"," 9 ","9","12-1"
"2020-06-09","ARP","3","Dirt","Onthe Wingsofadove","10 ","10","10-1"
"2020-06-09","ARP","3","Dirt","Doctor Lisa","11 ","11","20-1"
"2020-06-09","ARP","3","Dirt","Charming Angel","12 ","12","7-2"
"2020-06-09","ARP","3","Dirt","Star in Heaven","13 ","13","20-1"
"2020-06-09","ARP","3","Dirt","Get Up Wendy","14 ","14","15-1"
"2020-06-09","ARP","4","Dirt","Third Dimension"," 1 ","1","9-2"
"2020-06-09","ARP","4","Dirt","Mr. Popcorn"," 2 ","2","8-1"
"2020-06-09","ARP","4","Dirt","Country Cure"," 3 ","3","20-1"
"2020-06-09","ARP","4","Dirt","Midnight Maverick"," 4 ","4","8-1"
"2020-06-09","ARP","4","Dirt","Del Argent"," 5 ","5","10-1"
"2020-06-09","ARP","4","Dirt","Call Me Mr Te"," 6 ","6","12-1"
"2020-06-09","ARP","4","Dirt","Major Perfect"," 7 ","7","8-1"
"2020-06-09","ARP","4","Dirt","Stuck On George"," 8 ","8","6-1"
"2020-06-09","ARP","4","Dirt","Law Breaker"," 9 ","9","12-1"
"2020-06-09","ARP","4","Dirt","Go' N Joy Z","10 ","10","8-1"
"2020-06-09","ARP","4","Dirt","Popcorn for Eddie","11 ","11","5-1"
"2020-06-09","ARP","4","Dirt","Huntingtons Rithm","12 ","12","10-1"
"2020-06-09","ARP","5","Dirt","Tom Foolery"," 1 ","1","6-1"
"2020-06-09","ARP","5","Dirt","You Are in Luck"," 2 ","2","9-2"
"2020-06-09","ARP","5","Dirt","Animal King"," 3 ","3","8-1"
"2020-06-09","ARP","5","Dirt","Be Like Bob"," 4 ","4","12-1"
"2020-06-09","ARP","5","Dirt","Gunslingers Legacy"," 5 ","5","15-1"
"2020-06-09","ARP","5","Dirt","Shot Caller"," 6 ","6","10-1"
"2020-06-09","ARP","5","Dirt","Division"," 7 ","7","5-1"
"2020-06-09","ARP","5","Dirt","Docs Holiday"," 8 ","8","10-1"
"2020-06-09","ARP","5","Dirt","Mr. Frosty"," 9 ","9","20-1"
"2020-06-09","ARP","5","Dirt","Quikcruz'n","10 ","10","10-1"
"2020-06-09","ARP","5","Dirt","Cougar Pass","11 ","11","12-1"
"2020-06-09","ARP","5","Dirt","Dude","12 ","12","10-1"
"2020-06-09","ARP","5","Dirt","Rockin O","13 ","13","15-1"
"2020-06-09","ARP","5","Dirt","Sunshine Whiskey","14 ","14","12-1"
"2020-06-09","ARP","6","Dirt","Aim Happy"," 1 ","1","5-2"
"2020-06-09","ARP","6","Dirt","She'sgotthebeat"," 2 ","2","5-1"
"2020-06-09","ARP","6","Dirt","Feels Right"," 3 ","3","8-1"
"2020-06-09","ARP","6","Dirt","Out of the Sky"," 4 ","4","9-2"
"2020-06-09","ARP","6","Dirt","Hit the Deck"," 5 ","5","8-1"
"2020-06-09","ARP","6","Dirt","Maybea Grand"," 6 ","6","10-1"
"2020-06-09","ARP","6","Dirt","Queens Prize"," 7 ","7","20-1"
"2020-06-09","ARP","6","Dirt","Frigidish"," 8 ","8","12-1"
"2020-06-09","ARP","6","Dirt","Bona Fide Image"," 9 ","9","10-1"
"2020-06-09","ARP","6","Dirt","La India","10 ","10","15-1"
"2020-06-09","ARP","7","Dirt","Real Heat"," 1 ","1","8-1"
"2020-06-09","ARP","7","Dirt","Sum Candy"," 2 ","2","6-1"
"2020-06-09","ARP","7","Dirt","Dorcheat Zarb"," 3 ","3","5-1"
"2020-06-09","ARP","7","Dirt","Rob's Golden Touch"," 4 ","4","12-1"
"2020-06-09","ARP","7","Dirt","Forever the Chief"," 5 ","5","9-2"
"2020-06-09","ARP","7","Dirt","Spur"," 6 ","6","8-1"
"2020-06-09","ARP","7","Dirt","Colonel Gotham"," 7 ","7","12-1"
"2020-06-09","ARP","7","Dirt","Silis"," 8 ","8","4-1"
"2020-06-09","ARP","7","Dirt","Billie D"," 9 ","9","10-1"
"2020-06-09","ARP","7","Dirt","Papa Joe","10 ","10","20-1"
"2020-06-09","ARP","7","Dirt","Prince of Paris","11 ","11","8-1"
"2020-06-09","ARP","7","Dirt","Go Go Pagosa","12 ","12","6-1"
"2020-06-09","ARP","7","Dirt","Dani's Choice","13 ","13","15-1"
"2020-06-09","ARP","7","Dirt","Shepherd's Pride","14 ","14","20-1"
"2020-06-09","ARP","7","Dirt","John Arnold","15 ","15","20-1"
"2020-06-09","ARP","7","Dirt","Teton","16 ","16","20-1"
"2020-06-09","ARP","8","Dirt","Lil Miss de Buy"," 1 ","1","15-1"
"2020-06-09","ARP","8","Dirt","Behold That Word"," 2 ","2","8-1"
"2020-06-09","ARP","8","Dirt","Mystic Wind"," 3 ","3","20-1"
"2020-06-09","ARP","8","Dirt","Ima Final de Buy"," 4 ","4","7-2"
"2020-06-09","ARP","8","Dirt","Bloomin Perfect"," 5 ","5","5-2"
"2020-06-09","ARP","8","Dirt","Celee's Te"," 6 ","6","9-2"
"2020-06-09","ARP","8","Dirt","Sun Maiden"," 7 ","7","10-1"
"2020-06-09","ARP","8","Dirt","Super One"," 8 ","8","5-1"
"2020-06-09","BTP","1","Dirt","Sister's Creed"," 1 ","1","5-2"
"2020-06-09","BTP","1","Dirt","Queen City Kitty"," 2 ","2","9-2"
"2020-06-09","BTP","1","Dirt","Kaylee's Hope"," 3 ","3","12-1"
"2020-06-09","BTP","1","Dirt","Tiz Stella"," 4 ","4","20-1"
"2020-06-09","BTP","1","Dirt","Canustaytonight"," 5 ","5","3-1"
"2020-06-09","BTP","1","Dirt","Treasure Wilburnya"," 6 ","6","5-1"
"2020-06-09","BTP","1","Dirt","Psychoanalyst"," 7 ","7","4-1"
"2020-06-09","BTP","2","Dirt","Dancensing"," 1 ","1","2-1"
"2020-06-09","BTP","2","Dirt","Centerfold Angel"," 2 ","2","5-1"
"2020-06-09","BTP","2","Dirt","L. A. Star"," 3 ","3","6-1"
"2020-06-09","BTP","2","Dirt","Riproaring"," 4 ","4","10-1"
"2020-06-09","BTP","2","Dirt","Itsallaboutmememe"," 5 ","5","7-2"
"2020-06-09","BTP","2","Dirt","Channel Princess"," 6 ","6","3-1"
"2020-06-09","BTP","3","Dirt","Armada","1  ","4","2-1"
"2020-06-09","BTP","3","Dirt","Brilliant Journey","1A ","6","2-1"
"2020-06-09","BTP","3","Dirt","Tap the Town","2  ","1","12-1"
"2020-06-09","BTP","3","Dirt","Lejeune","3  ","2","6-1"
"2020-06-09","BTP","3","Dirt","What a Rumor","4  ","3","12-1"
"2020-06-09","BTP","3","Dirt","Hipster"," 5 ","5","4-1"
"2020-06-09","BTP","3","Dirt","King B B","6  ","7","7-2"
"2020-06-09","BTP","3","Dirt","Nopickinoncharlie","7  ","8","12-1"
"2020-06-09","BTP","3","Dirt","Sheltowee's Bigcat","8  ","9","5-1"
"2020-06-09","BTP","4","Dirt","Temperance Road"," 1 ","1","4-1"
"2020-06-09","BTP","4","Dirt","Run Like Rev"," 2 ","2","6-1"
"2020-06-09","BTP","4","Dirt","On the Come"," 3 ","3","10-1"
"2020-06-09","BTP","4","Dirt","Glistening Star"," 4 ","4","5-2"
"2020-06-09","BTP","4","Dirt","Dependable Lady"," 5 ","5","5-1"
"2020-06-09","BTP","4","Dirt","Larry's Baby"," 6 ","6","3-1"
"2020-06-09","BTP","4","Dirt","Cagey Lady"," 7 ","7","15-1"
"2020-06-09","BTP","5","Dirt","At Guard"," 1 ","1","5-2"
"2020-06-09","BTP","5","Dirt","How's My Bud"," 2 ","2","7-2"
"2020-06-09","BTP","5","Dirt","Serve"," 3 ","3","5-1"
"2020-06-09","BTP","5","Dirt","Giant Trick"," 4 ","4","6-1"
"2020-06-09","BTP","5","Dirt","Stately Oak"," 5 ","5","10-1"
"2020-06-09","BTP","5","Dirt","Got the Notion"," 6 ","6","12-1"
"2020-06-09","BTP","5","Dirt","Willy I Am"," 7 ","7","8-1"
"2020-06-09","BTP","5","Dirt","Mystic Tiger"," 8 ","8","9-2"
"2020-06-09","BTP","6","Dirt","Million Tales","1  ","3","5-2"
"2020-06-09","BTP","6","Dirt","Mine's Perfect","1A ","7","5-2"
"2020-06-09","BTP","6","Dirt","Lahiri","2  ","1","6-1"
"2020-06-09","BTP","6","Dirt","Fiona Power","3  ","2","5-1"
"2020-06-09","BTP","6","Dirt","Whatarocket"," 4 ","4","12-1"
"2020-06-09","BTP","6","Dirt","Scape"," 5 ","5","4-1"
"2020-06-09","BTP","6","Dirt","West Burke"," 6 ","6","9-2"
"2020-06-09","BTP","6","Dirt","Tonabest","7  ","8","15-1"
"2020-06-09","BTP","6","Dirt","Thank You Girl","8  ","9","8-1"
"2020-06-09","BTP","7","Dirt","Wild Zambezi"," 1 ","1","7-2"
"2020-06-09","BTP","7","Dirt","Smoltz"," 2 ","2","12-1"
"2020-06-09","BTP","7","Dirt","Private Spot"," 3 ","3","12-1"
"2020-06-09","BTP","7","Dirt","Stealin' Summer"," 4 ","4","9-2"
"2020-06-09","BTP","7","Dirt","Triple Delight"," 5 ","5","12-1"
"2020-06-09","BTP","7","Dirt","Flat Out Fast"," 6 ","6","5-1"
"2020-06-09","BTP","7","Dirt","Wildcat Lite"," 7 ","7","15-1"
"2020-06-09","BTP","7","Dirt","Artegon"," 8 ","8","5-2"
"2020-06-09","BTP","7","Dirt","Faithful Neighbor"," 9 ","9","12-1"
"2020-06-09","BTP","8","Dirt","Magnetic Spot"," 1 ","1","20-1"
"2020-06-09","BTP","8","Dirt","Tee Up"," 2 ","2","6-1"
"2020-06-09","BTP","8","Dirt","Cora Anne"," 3 ","3","5-1"
"2020-06-09","BTP","8","Dirt","Morgan's David"," 4 ","4","4-1"
"2020-06-09","BTP","8","Dirt","Lucky At Justice"," 5 ","5","3-1"
"2020-06-09","BTP","8","Dirt","American Holiday"," 6 ","6","8-1"
"2020-06-09","BTP","8","Dirt","Archie's Girl"," 7 ","7","10-1"
"2020-06-09","BTP","8","Dirt","Sacred Storm"," 8 ","8","9-2"
"2020-06-09","BTP","8","Dirt","My Dark Secret"," 9 ","9","12-1"
"2020-06-09","FMT","1","Dirt","Quiet Flattering"," 1 ","1","3-1"
"2020-06-09","FMT","1","Dirt","Sugarshaking"," 2 ","2","12-1"
"2020-06-09","FMT","1","Dirt","Kiss My Bling"," 3 ","3","8-5"
"2020-06-09","FMT","1","Dirt","Away She Glows"," 4 ","4","8-1"
"2020-06-09","FMT","1","Dirt","Muzz'em"," 5 ","5","4-1"
"2020-06-09","FMT","1","Dirt","A J Hart"," 6 ","6","7-2"
"2020-06-09","FMT","2","Dirt","Sitonya'sspirit"," 1 ","1","4-1"
"2020-06-09","FMT","2","Dirt","Orbit the Moon"," 2 ","2","8-1"
"2020-06-09","FMT","2","Dirt","Cherokee Darling"," 3 ","3","12-1"
"2020-06-09","FMT","2","Dirt","Nelle Blue"," 4 ","4","15-1"
"2020-06-09","FMT","2","Dirt","Meissen"," 5 ","5","3-1"
"2020-06-09","FMT","2","Dirt","Lakeside Romance"," 6 ","6","8-1"
"2020-06-09","FMT","2","Dirt","Shadyngray"," 7 ","7","20-1"
"2020-06-09","FMT","2","Dirt","One Ring"," 8 ","8","20-1"
"2020-06-09","FMT","2","Dirt","Expansionist"," 9 ","9","6-1"
"2020-06-09","FMT","2","Dirt","She's Earthbound","10 ","10","7-2"
"2020-06-09","FMT","3","Dirt","Survey"," 1 ","1","7-2"
"2020-06-09","FMT","3","Dirt","Cash Kitten"," 2 ","2","6-1"
"2020-06-09","FMT","3","Dirt","Mr Midtown"," 3 ","3","4-1"
"2020-06-09","FMT","3","Dirt","Point Guard"," 4 ","4","6-1"
"2020-06-09","FMT","3","Dirt","Fallstar"," 5 ","5","3-1"
"2020-06-09","FMT","3","Dirt","Kwik"," 6 ","6","5-2"
"2020-06-09","FMT","4","Dirt","Tudors Charge"," 1 ","1","20-1"
"2020-06-09","FMT","4","Dirt","Enchanted Rambam"," 2 ","2","5-1"
"2020-06-09","FMT","4","Dirt","Mallory's Bandit"," 3 ","3","3-1"
"2020-06-09","FMT","4","Dirt","Bud's Mr. B"," 4 ","4","6-1"
"2020-06-09","FMT","4","Dirt","It's a Sweet One"," 5 ","5","4-1"
"2020-06-09","FMT","4","Dirt","Slewa Red"," 6 ","6","12-1"
"2020-06-09","FMT","4","Dirt","Spectactical"," 7 ","7","10-1"
"2020-06-09","FMT","4","Dirt","Flooded"," 8 ","8","8-1"
"2020-06-09","FMT","4","Dirt","Catale Storm"," 9 ","9","8-1"
"2020-06-09","FMT","4","Dirt","Chukka","10 ","10","12-1"
"2020-06-09","FMT","5","Dirt","Roi Belenciaga"," 1 ","1","4-1"
"2020-06-09","FMT","5","Dirt","Smilin Cobra"," 2 ","2","6-1"
"2020-06-09","FMT","5","Dirt","Shackmandu"," 3 ","3","8-1"
"2020-06-09","FMT","5","Dirt","Mega Da Virada"," 4 ","4","7-2"
"2020-06-09","FMT","5","Dirt","Ides Got the Goods"," 5 ","5","15-1"
"2020-06-09","FMT","5","Dirt","Coconut Ice"," 6 ","6","3-1"
"2020-06-09","FMT","5","Dirt","Hot Fudge Louie"," 7 ","7","5-1"
"2020-06-09","FMT","5","Dirt","Bad Blue"," 8 ","8","20-1"
"2020-06-09","FMT","5","Dirt","Un Nameable Street"," 9 ","9","15-1"
"2020-06-09","FMT","6","Dirt","Highlight Reel"," 1 ","1","2-1"
"2020-06-09","FMT","6","Dirt","Gone Dancing"," 2 ","2","5-1"
"2020-06-09","FMT","6","Dirt","West Coast Broker"," 3 ","3","5-2"
"2020-06-09","FMT","6","Dirt","Jimmy Winne"," 4 ","4","3-1"
"2020-06-09","FMT","6","Dirt","Night Warrior"," 5 ","5","8-1"
"2020-06-09","FMT","6","Dirt","Catarusky"," 6 ","6","8-1"
"2020-06-09","FMT","7","Dirt","Badaddatud"," 1 ","1","5-1"
"2020-06-09","FMT","7","Dirt","Yak Attack"," 2 ","2","4-1"
"2020-06-09","FMT","7","Dirt","Euroroper"," 3 ","3","5-2"
"2020-06-09","FMT","7","Dirt","Gospel Lucille"," 4 ","4","3-1"
"2020-06-09","FMT","7","Dirt","Terris Strong Hope"," 5 ","5","12-1"
"2020-06-09","FMT","7","Dirt","Bella's Bluff"," 6 ","6","20-1"
"2020-06-09","FMT","7","Dirt","Sport's Chic"," 7 ","7","30-1"
"2020-06-09","FMT","7","Dirt","Bullnasty"," 8 ","8","8-1"
"2020-06-09","FMT","7","Dirt","Itsagruffwhirl"," 9 ","9","20-1"
"2020-06-09","FMT","7","Dirt","Okie Zipit","10 ","10","15-1"
"2020-06-09","FMT","8","Dirt","Lindante"," 1 ","1","2-1"
"2020-06-09","FMT","8","Dirt","Eurowest"," 2 ","2","5-1"
"2020-06-09","FMT","8","Dirt","Best Two Minutes"," 3 ","3","5-2"
"2020-06-09","FMT","8","Dirt","Euramaster"," 4 ","4","5-1"
"2020-06-09","FMT","8","Dirt","Rockport Kat"," 5 ","5","3-1"
"2020-06-09","FMT","8","Dirt","Plumbago"," 6 ","6","15-1"
"2020-06-09","FMT","9","Dirt","Luneaction"," 1 ","1","5-1"
"2020-06-09","FMT","9","Dirt","She Singled Me Up"," 2 ","2","10-1"
"2020-06-09","FMT","9","Dirt","S S Super Sport"," 3 ","3","30-1"
"2020-06-09","FMT","9","Dirt","Lady Bay"," 4 ","4","7-2"
"2020-06-09","FMT","9","Dirt","Miss Tyro"," 5 ","5","6-1"
"2020-06-09","FMT","9","Dirt","Pulpit's Princess"," 6 ","6","30-1"
"2020-06-09","FMT","9","Dirt","Gospel Trumpy Ann"," 7 ","7","30-1"
"2020-06-09","FMT","9","Dirt","D R C's Arm Candy"," 8 ","8","5-2"
"2020-06-09","FMT","9","Dirt","Los Suenos"," 9 ","9","6-1"
"2020-06-09","FMT","9","Dirt","Miss Gemma B","10 ","10","8-1"
"2020-06-09","FMT","10","Dirt","Veiled in Gold"," 1 ","1","8-1"
"2020-06-09","FMT","10","Dirt","Smokin' Carol"," 2 ","2","15-1"
"2020-06-09","FMT","10","Dirt","Flyrtie Rockette"," 3 ","3","4-1"
"2020-06-09","FMT","10","Dirt","She's Got Moxy"," 4 ","4","8-1"
"2020-06-09","FMT","10","Dirt","Beryl's Flight"," 5 ","5","3-1"
"2020-06-09","FMT","10","Dirt","Tayla"," 6 ","6","1-1"
"2020-06-09","FMT","11","Dirt","Sunday's Vision"," 1 ","1","6-1"
"2020-06-09","FMT","11","Dirt","Billie G"," 2 ","2","5-1"
"2020-06-09","FMT","11","Dirt","Casino Queen"," 3 ","3","2-1"
"2020-06-09","FMT","11","Dirt","Mighty Heidi"," 4 ","4","8-1"
"2020-06-09","FMT","11","Dirt","Zapit"," 5 ","5","4-1"
"2020-06-09","FMT","11","Dirt","Kallie Sioux"," 6 ","6","5-1"
"2020-06-09","FMT","11","Dirt","Slidan"," 7 ","7","15-1"
"2020-06-09","FMT","11","Dirt","Daisy Fiftyseven"," 8 ","8","12-1"
"2020-06-09","FMT","12","Dirt","Staccato"," 1 ","1","10-1"
"2020-06-09","FMT","12","Dirt","Swashbuckler"," 2 ","2","15-1"
"2020-06-09","FMT","12","Dirt","Daring Ego"," 3 ","3","6-1"
"2020-06-09","FMT","12","Dirt","Oklahoma Line"," 4 ","4","6-1"
"2020-06-09","FMT","12","Dirt","Fresh One"," 5 ","5","5-1"
"2020-06-09","FMT","12","Dirt","Dave Jones"," 6 ","6","12-1"
"2020-06-09","FMT","12","Dirt","Strait n' Silent"," 7 ","7","12-1"
"2020-06-09","FMT","12","Dirt","Kurts Raider"," 8 ","8","7-2"
"2020-06-09","FMT","12","Dirt","Arties Emblem"," 9 ","9","20-1"
"2020-06-09","FMT","12","Dirt","Drexel","10 ","10","3-1"
"2020-06-09","FP","1","Dirt","Cricket"," 1 ","1","10-1"
"2020-06-09","FP","1","Dirt","Lady Magna"," 2 ","2","3-1"
"2020-06-09","FP","1","Dirt","Amsalor"," 3 ","3","15-1"
"2020-06-09","FP","1","Dirt","Wary Carrie"," 4 ","4","6-1"
"2020-06-09","FP","1","Dirt","Jersey Scandal"," 5 ","5","8-1"
"2020-06-09","FP","1","Dirt","Pretty Gita"," 6 ","6","9-2"
"2020-06-09","FP","1","Dirt","Barbiello"," 7 ","7","10-1"
"2020-06-09","FP","1","Dirt","Crafty Danzin"," 8 ","8","5-1"
"2020-06-09","FP","1","Dirt","Now Thats All"," 9 ","9","8-1"
"2020-06-09","FP","1","Dirt","Foo Foo Girl","10 ","10","12-1"
"2020-06-09","FP","2","Dirt","Ruby Lees Song"," 1 ","1","4-1"
"2020-06-09","FP","2","Dirt","Ice Attack"," 2 ","2","12-1"
"2020-06-09","FP","2","Dirt","Tapnfire"," 3 ","3","9-2"
"2020-06-09","FP","2","Dirt","Serena's Halo"," 4 ","4","10-1"
"2020-06-09","FP","2","Dirt","Just Charlie"," 5 ","5","12-1"
"2020-06-09","FP","2","Dirt","Wake Up and Run"," 6 ","6","20-1"
"2020-06-09","FP","2","Dirt","Carol's a Case"," 7 ","7","7-2"
"2020-06-09","FP","2","Dirt","Seattle Train"," 8 ","8","3-1"
"2020-06-09","FP","2","Dirt","Don't Dally"," 9 ","9","8-1"
"2020-06-09","FP","3","Dirt","Mutakddim Road"," 1 ","1","6-1"
"2020-06-09","FP","3","Dirt","Affirmatif Song"," 2 ","2","8-1"
"2020-06-09","FP","3","Dirt","Bad Moon"," 3 ","3","20-1"
"2020-06-09","FP","3","Dirt","Roski"," 4 ","4","5-1"
"2020-06-09","FP","3","Dirt","Rockyshack"," 5 ","5","20-1"
"2020-06-09","FP","3","Dirt","Shmily"," 6 ","6","6-1"
"2020-06-09","FP","3","Dirt","Jolly Ghaaly"," 7 ","7","3-1"
"2020-06-09","FP","3","Dirt","Peteizum"," 8 ","8","20-1"
"2020-06-09","FP","3","Dirt","Go Vo"," 9 ","9","4-1"
"2020-06-09","FP","3","Dirt","Go Beeja","10 ","10","6-1"
"2020-06-09","FP","4","Dirt","Hawk's Image"," 1 ","1","4-1"
"2020-06-09","FP","4","Dirt","Yaba Daba Doo"," 2 ","2","8-1"
"2020-06-09","FP","4","Dirt","Cast Iron"," 3 ","3","6-1"
"2020-06-09","FP","4","Dirt","Croce d'Oro"," 4 ","4","7-2"
"2020-06-09","FP","4","Dirt","Sea of Makebelieve"," 5 ","5","12-1"
"2020-06-09","FP","4","Dirt","Class Won"," 6 ","6","5-1"
"2020-06-09","FP","4","Dirt","Dr. Liechty"," 7 ","7","10-1"
"2020-06-09","FP","4","Dirt","Internet Success"," 8 ","8","6-1"
"2020-06-09","FP","4","Dirt","Ripe Attack"," 9 ","9","9-2"
"2020-06-09","FP","5","Dirt","Jaguar Ridge"," 1 ","1","7-2"
"2020-06-09","FP","5","Dirt","Mr. Ticker Talker"," 2 ","2","8-1"
"2020-06-09","FP","5","Dirt","Cut to Order"," 3 ","3","4-1"
"2020-06-09","FP","5","Dirt","I've Got Issues"," 4 ","4","10-1"
"2020-06-09","FP","5","Dirt","Amaroq"," 5 ","5","10-1"
"2020-06-09","FP","5","Dirt","Davka"," 6 ","6","9-2"
"2020-06-09","FP","5","Dirt","Mr D's Way"," 7 ","7","8-1"
"2020-06-09","FP","5","Dirt","American Success"," 8 ","8","20-1"
"2020-06-09","FP","5","Dirt","Garrison Commander"," 9 ","9","5-1"
"2020-06-09","FP","5","Dirt","Maligator","10 ","10","6-1"
"2020-06-09","FP","6","Dirt","Libor Plus"," 1 ","1","20-1"
"2020-06-09","FP","6","Dirt","Bold Attack"," 2 ","2","15-1"
"2020-06-09","FP","6","Dirt","Endgame"," 3 ","3","6-1"
"2020-06-09","FP","6","Dirt","Aundreya's Boy"," 4 ","4","8-1"
"2020-06-09","FP","6","Dirt","D' Yank"," 5 ","5","12-1"
"2020-06-09","FP","6","Dirt","Khozan's Valentine"," 6 ","6","2-1"
"2020-06-09","FP","6","Dirt","Coup de Ville"," 7 ","7","6-1"
"2020-06-09","FP","6","Dirt","Tuff Attack"," 8 ","8","15-1"
"2020-06-09","FP","6","Dirt","Wildwood Secret"," 9 ","9","7-2"
"2020-06-09","FP","6","Dirt","Tap's Big Shot","10 ","10","8-1"
"2020-06-09","FP","7","Dirt","Arctic Music"," 1 ","1","10-1"
"2020-06-09","FP","7","Dirt","Foggy Kitten"," 2 ","2","5-1"
"2020-06-09","FP","7","Dirt","Ghost Train"," 3 ","3","9-2"
"2020-06-09","FP","7","Dirt","Lady Warrior"," 4 ","4","12-1"
"2020-06-09","FP","7","Dirt","Devil's Rose"," 5 ","5","7-2"
"2020-06-09","FP","7","Dirt","Kalispell"," 6 ","6","4-1"
"2020-06-09","FP","7","Dirt","Helen Mae's Song"," 7 ","7","20-1"
"2020-06-09","FP","7","Dirt","Long Legged Linda"," 8 ","8","6-1"
"2020-06-09","FP","7","Dirt","Jukebox Money"," 9 ","9","5-1"
"2020-06-09","FP","7","Dirt","Logi","10 ","10","20-1"
"2020-06-09","LAD","1","Dirt","My Little Diva"," 1 ","1","15-1"
"2020-06-09","LAD","1","Dirt","Lady Rad"," 2 ","2","10-1"
"2020-06-09","LAD","1","Dirt","Prairie Dress"," 3 ","3","4-5"
"2020-06-09","LAD","1","Dirt","Rosalene"," 4 ","4","12-1"
"2020-06-09","LAD","1","Dirt","Sing a Song Too"," 5 ","5","9-2"
"2020-06-09","LAD","1","Dirt","Southern Galaxy"," 6 ","6","5-2"
"2020-06-09","LAD","2","Dirt","Wellfield","1  ","2","3-1"
"2020-06-09","LAD","2","Dirt","V Man","1A ","9","3-1"
"2020-06-09","LAD","2","Dirt","Fleet Run","2  ","1","10-1"
"2020-06-09","LAD","2","Dirt","Civil"," 3 ","3","4-1"
"2020-06-09","LAD","2","Dirt","Cabo Headache"," 4 ","4","10-1"
"2020-06-09","LAD","2","Dirt","Luvmewhenimgone"," 5 ","5","8-1"
"2020-06-09","LAD","2","Dirt","Krisynsarasboy"," 6 ","6","30-1"
"2020-06-09","LAD","2","Dirt","Late Act Jones"," 7 ","7","9-2"
"2020-06-09","LAD","2","Dirt","Centsmybabyleftme"," 8 ","8","2-1"
"2020-06-09","LAD","3","Dirt","Cabo's Rumor"," 1 ","1","3-1"
"2020-06-09","LAD","3","Dirt","Royal Reality"," 2 ","2","15-1"
"2020-06-09","LAD","3","Dirt","Foolish Steve"," 3 ","3","6-1"
"2020-06-09","LAD","3","Dirt","Alexandros"," 4 ","4","5-2"
"2020-06-09","LAD","3","Dirt","Citali"," 5 ","5","7-2"
"2020-06-09","LAD","3","Dirt","Jack Be Quick"," 6 ","6","8-1"
"2020-06-09","LAD","3","Dirt","Doc Curlin"," 7 ","7","4-1"
"2020-06-09","LAD","4","Turf","St Maria"," 1 ","1","15-1"
"2020-06-09","LAD","4","Turf","Curlin Beauty"," 2 ","2","2-1"
"2020-06-09","LAD","4","Turf","Secret Joy"," 3 ","3","9-2"
"2020-06-09","LAD","4","Turf","Callhermrsgelner"," 4 ","4","9-2"
"2020-06-09","LAD","4","Turf","Upgrade Me"," 5 ","5","7-2"
"2020-06-09","LAD","4","Turf","Twins Plus a Dot"," 6 ","6","6-1"
"2020-06-09","LAD","4","Turf","Cyber Sensation"," 7 ","7","20-1"
"2020-06-09","LAD","4","Turf","Buggels Girl"," 8 ","8","20-1"
"2020-06-09","LAD","4","Turf","Smart Buck"," 9 ","9","12-1"
"2020-06-09","LAD","5","Dirt","Z Pride"," 1 ","1","5-2"
