"Date","TrackID","RaceNumber","surfaceDescription","HorseName","ProgramNumber","PostPos","MLodds"
"2020-06-10","ARP","6","Dirt","Mr. Matlock"," 8 ","8","6-1"
"2020-06-10","ARP","6","Dirt","Xtreme Lyra"," 9 ","9","8-1"
"2020-06-10","ARP","6","Dirt","How About Him","10 ","10","20-1"
"2020-06-10","ARP","6","Dirt","J Serino","11 ","11","10-1"
"2020-06-10","ARP","7","Dirt","Whatatrip"," 1 ","1","9-2"
"2020-06-10","ARP","7","Dirt","Rockin O"," 2 ","2","6-1"
"2020-06-10","ARP","7","Dirt","Vonster"," 3 ","3","12-1"
"2020-06-10","ARP","7","Dirt","Colorado Candy"," 4 ","4","4-1"
"2020-06-10","ARP","7","Dirt","Parolee"," 5 ","5","20-1"
"2020-06-10","ARP","7","Dirt","Tre"," 6 ","6","15-1"
"2020-06-10","ARP","7","Dirt","I'm a Star"," 7 ","7","6-1"
"2020-06-10","ARP","7","Dirt","Dude"," 8 ","8","8-1"
"2020-06-10","ARP","7","Dirt","Sunshine Whiskey"," 9 ","9","12-1"
"2020-06-10","ARP","7","Dirt","Macho On Dax","10 ","10","7-2"
"2020-06-10","ARP","7","Dirt","Zoe's Papa Cee","11 ","11","8-1"
"2020-06-10","ARP","7","Dirt","Double One Shot","12 ","12","4-1"
"2020-06-10","ARP","7","Dirt","Explosive Shoes","13 ","13","15-1"
"2020-06-10","ARP","7","Dirt","Da Gunner","14 ","14","10-1"
"2020-06-10","ARP","8","Dirt","Blue Mountain Bell"," 1 ","1","12-1"
"2020-06-10","ARP","8","Dirt","Kain's Lady"," 2 ","2","4-1"
"2020-06-10","ARP","8","Dirt","Here'slookinatya"," 3 ","3","5-1"
"2020-06-10","ARP","8","Dirt","Codify"," 4 ","4","2-1"
"2020-06-10","ARP","8","Dirt","Miss Dilly Dally"," 5 ","5","10-1"
"2020-06-10","ARP","8","Dirt","D'tatway"," 6 ","6","5-2"
"2020-06-10","ARP","8","Dirt","Nightstar"," 7 ","7","7-2"
"2020-06-10","ARP","8","Dirt","Holy Diver"," 8 ","8","10-1"
"2020-06-10","ARP","8","Dirt","Miss Wine Topper"," 9 ","9","15-1"
"2020-06-10","BTP","1","Dirt","Legend Bound"," 1 ","1","8-1"
"2020-06-10","BTP","1","Dirt","Highly Visible"," 2 ","2","10-1"
"2020-06-10","BTP","1","Dirt","Hydra's Hope"," 3 ","3","2-1"
"2020-06-10","BTP","1","Dirt","Dolly Dear"," 4 ","4","5-2"
"2020-06-10","BTP","1","Dirt","Hottie Stiletto"," 5 ","5","8-5"
"2020-06-10","BTP","2","Dirt","She's No Drama"," 1 ","1","7-2"
"2020-06-10","BTP","2","Dirt","Chasin' Bai"," 2 ","2","8-1"
"2020-06-10","BTP","2","Dirt","Sweet Brynlie"," 3 ","3","2-1"
"2020-06-10","BTP","2","Dirt","My Girl Rocket"," 4 ","4","4-1"
"2020-06-10","BTP","2","Dirt","Oldfashioned Angel"," 5 ","5","6-1"
"2020-06-10","BTP","2","Dirt","Appealing Julia"," 6 ","6","9-2"
"2020-06-10","BTP","3","Dirt","Haute Prospect"," 1 ","1","7-2"
"2020-06-10","BTP","3","Dirt","Sweet Rock"," 2 ","2","8-1"
"2020-06-10","BTP","3","Dirt","Vida Leva Eu"," 3 ","3","3-1"
"2020-06-10","BTP","3","Dirt","Ticket to Riches"," 4 ","4","4-1"
"2020-06-10","BTP","3","Dirt","Hero of the Best"," 5 ","5","8-1"
"2020-06-10","BTP","3","Dirt","I See London"," 6 ","6","5-2"
"2020-06-10","BTP","4","Dirt","Call West"," 1 ","1","5-1"
"2020-06-10","BTP","4","Dirt","Ol' L B"," 2 ","2","7-2"
"2020-06-10","BTP","4","Dirt","Rebel's Revenge"," 3 ","3","10-1"
"2020-06-10","BTP","4","Dirt","Uncle Earl"," 4 ","4","3-1"
"2020-06-10","BTP","4","Dirt","Dilettante"," 5 ","5","2-1"
"2020-06-10","BTP","4","Dirt","Vineyard"," 6 ","6","6-1"
"2020-06-10","BTP","5","Dirt","Mystic Miss","1  ","5","7-2"
"2020-06-10","BTP","5","Dirt","Miss McCool","1A ","9","7-2"
"2020-06-10","BTP","5","Dirt","Wicked Valentine","2  ","1","6-1"
"2020-06-10","BTP","5","Dirt","West Coast Temple","3  ","2","15-1"
"2020-06-10","BTP","5","Dirt","Lady Fatma","4  ","3","5-2"
"2020-06-10","BTP","5","Dirt","Bluejeanlady","5  ","4","20-1"
"2020-06-10","BTP","5","Dirt","Bionic Rosie"," 6 ","6","10-1"
"2020-06-10","BTP","5","Dirt","Abigail Lee"," 7 ","7","10-1"
"2020-06-10","BTP","5","Dirt","Tingsthatmakesense"," 8 ","8","20-1"
"2020-06-10","BTP","5","Dirt","Hampton Spring","9  ","10","5-1"
"2020-06-10","BTP","5","Dirt","Mis Elain E Us","10 ","11","15-1"
"2020-06-10","BTP","6","Dirt","In the Game","1  ","3","5-2"
"2020-06-10","BTP","6","Dirt","Man He Can","1A ","8","5-2"
"2020-06-10","BTP","6","Dirt","Diceman","2  ","1","7-2"
"2020-06-10","BTP","6","Dirt","Sonshine Pegasus","3  ","2","10-1"
"2020-06-10","BTP","6","Dirt","Run Away Amos"," 4 ","4","6-1"
"2020-06-10","BTP","6","Dirt","Breakaway Prince"," 5 ","5","12-1"
"2020-06-10","BTP","6","Dirt","King Bing Hawk"," 6 ","6","4-1"
"2020-06-10","BTP","6","Dirt","Ride On Mason"," 7 ","7","9-2"
"2020-06-10","BTP","7","Dirt","Stay in Yo Lane"," 1 ","1","6-1"
"2020-06-10","BTP","7","Dirt","Starship Mercury"," 2 ","2","12-1"
"2020-06-10","BTP","7","Dirt","Kate's Golden Dude"," 3 ","3","5-1"
"2020-06-10","BTP","7","Dirt","Champsachamp"," 4 ","4","9-2"
"2020-06-10","BTP","7","Dirt","So Caught Up in U"," 5 ","5","7-2"
"2020-06-10","BTP","7","Dirt","North Elkhorn"," 6 ","6","5-2"
"2020-06-10","BTP","7","Dirt","Good Luck Justice"," 7 ","7","6-1"
"2020-06-10","BTP","8","Dirt","Ohio Munny"," 1 ","1","10-1"
"2020-06-10","BTP","8","Dirt","Ridge West"," 2 ","2","20-1"
"2020-06-10","BTP","8","Dirt","Karamel Corn"," 3 ","3","6-1"
"2020-06-10","BTP","8","Dirt","Ronni's Day"," 4 ","4","3-1"
"2020-06-10","BTP","8","Dirt","Calibrating"," 5 ","5","15-1"
"2020-06-10","BTP","8","Dirt","Big Performer"," 6 ","6","8-1"
"2020-06-10","BTP","8","Dirt","Forever Diamond"," 7 ","7","5-1"
"2020-06-10","BTP","8","Dirt","Lil Bit Krome"," 8 ","8","8-1"
"2020-06-10","BTP","8","Dirt","Midnite Thunder"," 9 ","9","4-1"
"2020-06-10","BTP","8","Dirt","Just Tapit In","10 ","10","10-1"
"2020-06-10","CBY","1","Dirt","Roses for Doug"," 1 ","1","8-1"
"2020-06-10","CBY","1","Dirt","Fast Math"," 2 ","2","12-1"
"2020-06-10","CBY","1","Dirt","My Award"," 3 ","3","15-1"
"2020-06-10","CBY","1","Dirt","Cowgirl Court"," 4 ","4","15-1"
"2020-06-10","CBY","1","Dirt","Top Shelf Sara"," 5 ","5","12-1"
"2020-06-10","CBY","1","Dirt","River Swan"," 6 ","6","15-1"
"2020-06-10","CBY","1","Dirt","Unbridledmoonlight"," 7 ","7","5-2"
"2020-06-10","CBY","1","Dirt","Min Freya"," 8 ","8","4-1"
"2020-06-10","CBY","1","Dirt","Kennedy's Day"," 9 ","9","6-1"
"2020-06-10","CBY","1","Dirt","Mz Jackie","10 ","10","12-1"
"2020-06-10","CBY","2","Dirt","Lil B Quick"," 1 ","1","4-1"
"2020-06-10","CBY","2","Dirt","Saucy At Midnight"," 2 ","2","5-1"
"2020-06-10","CBY","2","Dirt","Saygoodnightgracie"," 3 ","3","8-1"
"2020-06-10","CBY","2","Dirt","Deputy Dora"," 4 ","4","5-2"
"2020-06-10","CBY","2","Dirt","Council Rules"," 5 ","5","3-1"
"2020-06-10","CBY","2","Dirt","Remarkable Charm"," 6 ","6","15-1"
"2020-06-10","CBY","2","Dirt","Trophy Bridle"," 7 ","7","10-1"
"2020-06-10","CBY","2","Dirt","College Queen"," 8 ","8","12-1"
"2020-06-10","CBY","3","Dirt","Timeinthetavern"," 1 ","1","8-1"
"2020-06-10","CBY","3","Dirt","Timber Lady"," 2 ","2","20-1"
"2020-06-10","CBY","3","Dirt","Going Running Too"," 3 ","3","20-1"
"2020-06-10","CBY","3","Dirt","Tantima"," 4 ","4","8-1"
"2020-06-10","CBY","3","Dirt","Amanda Story"," 5 ","5","12-1"
"2020-06-10","CBY","3","Dirt","Gotham City Queen"," 6 ","6","4-1"
"2020-06-10","CBY","3","Dirt","Nora's Legacy"," 7 ","7","5-1"
"2020-06-10","CBY","3","Dirt","Wee Ms. Burnzie"," 8 ","8","8-1"
"2020-06-10","CBY","3","Dirt","Warren's Wish"," 9 ","9","3-1"
"2020-06-10","CBY","3","Dirt","Hunter's Hellcat","10 ","10","6-1"
"2020-06-10","CBY","4","Dirt","Fender Bender"," 1 ","1","6-1"
"2020-06-10","CBY","4","Dirt","Lonesome Highway"," 2 ","2","12-1"
"2020-06-10","CBY","4","Dirt","Geauxcro"," 3 ","3","7-2"
"2020-06-10","CBY","4","Dirt","Dad's a Gambler"," 4 ","4","10-1"
"2020-06-10","CBY","4","Dirt","Blue Jeans N Beer"," 5 ","5","5-1"
"2020-06-10","CBY","4","Dirt","Royal Creed"," 6 ","6","5-2"
"2020-06-10","CBY","4","Dirt","Overanalyzfakenews"," 7 ","7","8-1"
"2020-06-10","CBY","4","Dirt","Cyclone Dan"," 8 ","8","12-1"
"2020-06-10","CBY","4","Dirt","Luckynsuccessful"," 9 ","9","10-1"
"2020-06-10","CBY","5","Dirt","Flash Flood"," 1 ","1","4-1"
"2020-06-10","CBY","5","Dirt","Drop o' Chocolate"," 2 ","2","8-1"
"2020-06-10","CBY","5","Dirt","Facing North"," 3 ","3","5-1"
"2020-06-10","CBY","5","Dirt","Speeding Lady"," 4 ","4","8-1"
"2020-06-10","CBY","5","Dirt","Temujin Lady"," 5 ","5","10-1"
"2020-06-10","CBY","5","Dirt","Binding Time"," 6 ","6","12-1"
"2020-06-10","CBY","5","Dirt","Sober Peace"," 7 ","7","20-1"
"2020-06-10","CBY","5","Dirt","Stylin N Profilin"," 8 ","8","6-1"
"2020-06-10","CBY","5","Dirt","Baby Gordita"," 9 ","9","12-1"
"2020-06-10","CBY","5","Dirt","Shay's Glory","10 ","10","15-1"
"2020-06-10","CBY","5","Dirt","Ms Kela Time","11 ","11","7-2"
"2020-06-10","CBY","6","Dirt","Ima Harley Too"," 1 ","1","12-1"
"2020-06-10","CBY","6","Dirt","Weekend Ride"," 2 ","2","8-1"
"2020-06-10","CBY","6","Dirt","Big Falcon Rocket"," 3 ","3","10-1"
"2020-06-10","CBY","6","Dirt","Lil' Ninja"," 4 ","4","8-1"
"2020-06-10","CBY","6","Dirt","El Tizar"," 5 ","5","6-1"
"2020-06-10","CBY","6","Dirt","Ray's Angel"," 6 ","6","4-1"
"2020-06-10","CBY","6","Dirt","Overly Lucky"," 7 ","7","3-1"
"2020-06-10","CBY","6","Dirt","Hatties Jewel"," 8 ","8","12-1"
"2020-06-10","CBY","6","Dirt","Blue Eclipse"," 9 ","9","15-1"
"2020-06-10","CBY","6","Dirt","Phantom Threeonine","10 ","10","20-1"
"2020-06-10","CBY","6","Dirt","Gopher Gold","11 ","11","15-1"
"2020-06-10","CBY","6","Dirt","You Say So","12 ","12","15-1"
"2020-06-10","CBY","6","Dirt","Minnesota Lucky","13 ","13","6-1"
"2020-06-10","CBY","6","Dirt","Public Safety","14 ","14","8-1"
"2020-06-10","CBY","7","Dirt","Valentine Guy"," 1 ","1","10-1"
"2020-06-10","CBY","7","Dirt","Blue Dancer"," 2 ","2","5-2"
"2020-06-10","CBY","7","Dirt","Twoko Bay"," 3 ","3","7-2"
"2020-06-10","CBY","7","Dirt","Why God"," 4 ","4","9-2"
"2020-06-10","CBY","7","Dirt","Most Amusing"," 5 ","5","12-1"
"2020-06-10","CBY","7","Dirt","Unleash the Beast"," 6 ","6","8-1"
"2020-06-10","CBY","7","Dirt","Fayette Warrior"," 7 ","7","6-1"
"2020-06-10","CBY","7","Dirt","Minnesota Miracle"," 8 ","8","6-1"
"2020-06-10","CBY","8","Dirt","Who's Fooling Who"," 1 ","1","12-1"
"2020-06-10","CBY","8","Dirt","Chicle Sparks"," 2 ","2","10-1"
"2020-06-10","CBY","8","Dirt","Haleys Heist"," 3 ","3","8-1"
"2020-06-10","CBY","8","Dirt","Vegan Goes Best"," 4 ","4","9-2"
"2020-06-10","CBY","8","Dirt","Sweet Sassafrassy"," 5 ","5","5-2"
"2020-06-10","CBY","8","Dirt","Victim"," 6 ","6","15-1"
"2020-06-10","CBY","8","Dirt","Coil and Strike"," 7 ","7","12-1"
"2020-06-10","CBY","8","Dirt","Greatest Gal"," 8 ","8","5-1"
"2020-06-10","CBY","8","Dirt","Fairly Honest"," 9 ","9","4-1"
"2020-06-10","CBY","9","Dirt","Fire N Guns"," 1 ","1","8-1"
"2020-06-10","CBY","9","Dirt","Haute Wagon"," 2 ","2","10-1"
"2020-06-10","CBY","9","Dirt","Johnee B"," 3 ","3","12-1"
"2020-06-10","CBY","9","Dirt","Polar Xpress"," 4 ","4","6-1"
"2020-06-10","CBY","9","Dirt","Dickey Bob"," 5 ","5","8-5"
"2020-06-10","CBY","9","Dirt","Streak N Sparks"," 6 ","6","5-1"
"2020-06-10","CBY","9","Dirt","Pyc Jess Bite Mydust"," 7 ","7","3-1"
"2020-06-10","DED","1","Dirt","Wow What a Chic"," 1 ","1","7-2"
"2020-06-10","DED","1","Dirt","Ks Quick Shooter"," 2 ","2","8-1"
"2020-06-10","DED","1","Dirt","Tee Valentine"," 3 ","3","6-1"
"2020-06-10","DED","1","Dirt","Frosted and Fast"," 4 ","4","2-1"
"2020-06-10","DED","1","Dirt","Ajs Streakin On Top"," 5 ","5","15-1"
"2020-06-10","DED","1","Dirt","Ce Mi Esperanza"," 6 ","6","20-1"
"2020-06-10","DED","1","Dirt","Mps Dashin Funny"," 7 ","7","6-1"
"2020-06-10","DED","1","Dirt","Carters Town"," 8 ","8","15-1"
"2020-06-10","DED","1","Dirt","Miss Blue Corona"," 9 ","9","8-1"
"2020-06-10","DED","1","Dirt","Open This Corona","10 ","10","12-1"
"2020-06-10","DED","2","Dirt","Royal Renegade"," 1 ","1","12-1"
"2020-06-10","DED","2","Dirt","Cajun Cos"," 2 ","2","20-1"
"2020-06-10","DED","2","Dirt","Ed O"," 3 ","3","5-2"
"2020-06-10","DED","2","Dirt","Special Politico"," 4 ","4","7-2"
"2020-06-10","DED","2","Dirt","Tuckers Prize"," 5 ","5","8-1"
"2020-06-10","DED","2","Dirt","Heza Lil Dashin Snow"," 6 ","6","15-1"
"2020-06-10","DED","2","Dirt","Heza Lawman"," 7 ","7","15-1"
"2020-06-10","DED","2","Dirt","Dlj Imma B Famous"," 8 ","8","3-1"
"2020-06-10","DED","2","Dirt","Leavin You Blue"," 9 ","9","12-1"
"2020-06-10","DED","2","Dirt","Fabulously Black","10 ","10","10-1"
"2020-06-10","DED","3","Dirt","Recognize"," 1 ","1","5-2"
"2020-06-10","DED","3","Dirt","Lovethewayyourun"," 2 ","2","6-1"
"2020-06-10","DED","3","Dirt","Agavero Cartel"," 3 ","3","4-1"
"2020-06-10","DED","3","Dirt","I Am Valiant"," 4 ","4","8-1"
"2020-06-10","DED","3","Dirt","This Just Got Real"," 5 ","5","20-1"
"2020-06-10","DED","3","Dirt","Toreto"," 6 ","6","15-1"
"2020-06-10","DED","3","Dirt","Separate Mischief"," 7 ","7","12-1"
"2020-06-10","DED","3","Dirt","Portfolioh"," 8 ","8","20-1"
"2020-06-10","DED","3","Dirt","Love the Way You Fly"," 9 ","9","2-1"
"2020-06-10","DED","4","Dirt","Jess Kool It"," 1 ","1","5-2"
"2020-06-10","DED","4","Dirt","One Tough Eagle"," 2 ","2","20-1"
"2020-06-10","DED","4","Dirt","Ahs Winning Winston"," 3 ","3","15-1"
"2020-06-10","DED","4","Dirt","Ib Hot N Famous 2"," 4 ","4","6-1"
"2020-06-10","DED","4","Dirt","Miz Milania"," 5 ","5","12-1"
"2020-06-10","DED","4","Dirt","Mia Favoritta"," 6 ","6","9-5"
"2020-06-10","DED","4","Dirt","Three Blue Coronas"," 7 ","7","7-2"
"2020-06-10","DED","4","Dirt","Como Cartel"," 8 ","8","8-1"
"2020-06-10","DED","5","Dirt","Diamond Domination"," 1 ","1","12-1"
"2020-06-10","DED","5","Dirt","Lets Do It Cartel"," 2 ","2","8-1"
"2020-06-10","DED","5","Dirt","Medicci"," 3 ","3","3-1"
"2020-06-10","DED","5","Dirt","Coronados Lil Lady"," 4 ","4","6-1"
"2020-06-10","DED","5","Dirt","Kommander"," 5 ","5","8-1"
"2020-06-10","DED","5","Dirt","Quicks Blue Print"," 6 ","6","15-1"
"2020-06-10","DED","5","Dirt","Fast Dash Hondo Cat"," 7 ","7","7-5"
"2020-06-10","DED","5","Dirt","Kings Or Else"," 8 ","8","8-1"
"2020-06-10","DED","6","Dirt","Ahs Black Pearl"," 1 ","1","15-1"
"2020-06-10","DED","6","Dirt","Jimador"," 2 ","2","12-1"
"2020-06-10","DED","6","Dirt","Monaco"," 3 ","3","6-1"
"2020-06-10","DED","6","Dirt","Baby Licious"," 4 ","4","2-1"
"2020-06-10","DED","6","Dirt","Big Daddy Jewel"," 5 ","5","5-2"
"2020-06-10","DED","6","Dirt","Fmm Rocking Cartel"," 6 ","6","15-1"
"2020-06-10","DED","6","Dirt","Canelo Alvarez"," 7 ","7","4-1"
"2020-06-10","DED","6","Dirt","Glazee"," 8 ","8","8-1"
"2020-06-10","DED","7","Dirt","Hot Tickin Patriot"," 1 ","1","12-1"
"2020-06-10","DED","7","Dirt","Runaway Second Down"," 2 ","2","6-5"
"2020-06-10","DED","7","Dirt","Jess Worthy"," 3 ","3","15-1"
"2020-06-10","DED","7","Dirt","Barnett Cartel"," 4 ","4","8-1"
"2020-06-10","DED","7","Dirt","Witchers Cartel"," 5 ","5","20-1"
"2020-06-10","DED","7","Dirt","Mr Tereso"," 6 ","6","2-1"
"2020-06-10","DED","7","Dirt","Cartels Blessing"," 7 ","7","12-1"
"2020-06-10","DED","7","Dirt","Kiss My Socks"," 8 ","8","20-1"
"2020-06-10","DED","7","Dirt","Giveinshezrelentless"," 9 ","9","12-1"
"2020-06-10","DED","8","Dirt","Ms Diamond Prize"," 1 ","1","7-2"
"2020-06-10","DED","8","Dirt","Sensational Senator"," 2 ","2","5-2"
"2020-06-10","DED","8","Dirt","Stole the Wind"," 3 ","3","8-1"
"2020-06-10","DED","8","Dirt","Hit Or Miss Kiss"," 4 ","4","4-1"
"2020-06-10","DED","8","Dirt","Hundred Year Flood"," 5 ","5","12-1"
"2020-06-10","DED","8","Dirt","A Game Jess"," 6 ","6","15-1"
"2020-06-10","DED","8","Dirt","Fm Party Rock"," 7 ","7","8-1"
"2020-06-10","DED","8","Dirt","Lockhart Lion"," 8 ","8","12-1"
"2020-06-10","DED","8","Dirt","Freighttrain Reba"," 9 ","9","6-1"
"2020-06-10","DED","9","Dirt","Jet Black Who"," 1 ","1","10-1"
"2020-06-10","DED","9","Dirt","Heart With Power"," 2 ","2","15-1"
"2020-06-10","DED","9","Dirt","Blue Eye Dynasty"," 3 ","3","12-1"
"2020-06-10","DED","9","Dirt","Done Deal"," 4 ","4","20-1"
"2020-06-10","DED","9","Dirt","Struttin Free"," 5 ","5","30-1"
"2020-06-10","DED","9","Dirt","Princess Kali T"," 6 ","6","15-1"
"2020-06-10","DED","9","Dirt","Perry High"," 7 ","7","6-1"
"2020-06-10","DED","9","Dirt","Ds Toast to Dyno"," 8 ","8","8-1"
"2020-06-10","DED","9","Dirt","Butter Me Perry"," 9 ","9","5-2"
"2020-06-10","DED","9","Dirt","Fast Prize Jessica","10 ","10","9-5"
"2020-06-10","EVD","1","Turf","Captainontherocks","1  ","6","12-1"
"2020-06-10","EVD","1","Turf","My Little Adrian","1A ","12","12-1"
"2020-06-10","EVD","1","Turf","Last Battle","2  ","1","5-1"
"2020-06-10","EVD","1","Turf","Dr. Beets","3  ","2","9-2"
"2020-06-10","EVD","1","Turf","Drax","4  ","3","8-1"
"2020-06-10","EVD","1","Turf","Calculate","5  ","4","8-1"
"2020-06-10","EVD","1","Turf","Traelee","6  ","5","15-1"
"2020-06-10","EVD","1","Turf","Venn"," 7 ","7","5-1"
"2020-06-10","EVD","1","Turf","Mr Leo"," 8 ","8","7-2"
"2020-06-10","EVD","1","Turf","Magical Candy"," 9 ","9","6-1"
"2020-06-10","EVD","1","Turf","Jaci's Royalty","10 ","10","15-1"
"2020-06-10","EVD","1","Turf","Wicked Citi","11 ","11","6-1"
"2020-06-10","EVD","2","Dirt","Paper Doll"," 1 ","1","6-1"
"2020-06-10","EVD","2","Dirt","Blondie Lox Babe"," 2 ","2","5-1"
"2020-06-10","EVD","2","Dirt","Gemodixie"," 3 ","3","20-1"
"2020-06-10","EVD","2","Dirt","Lil' Sister Lou"," 4 ","4","5-2"
"2020-06-10","EVD","2","Dirt","Tizzy's Song"," 5 ","5","10-1"
"2020-06-10","EVD","2","Dirt","Kehron's Creed"," 6 ","6","5-1"
"2020-06-10","EVD","2","Dirt","Palmettovowmenot"," 7 ","7","9-2"
"2020-06-10","EVD","2","Dirt","Fancy Mallory"," 8 ","8","7-2"
"2020-06-10","EVD","3","Dirt","Able Catch","1  ","1","10-1"
"2020-06-10","EVD","3","Dirt","Decadent Diamond","1A ","2","10-1"
"2020-06-10","EVD","3","Dirt","Nin to Win","2  ","3","15-1"
"2020-06-10","EVD","3","Dirt","Balook","3  ","4","7-2"
"2020-06-10","EVD","3","Dirt","Stormy Merlot","4  ","5","20-1"
"2020-06-10","EVD","3","Dirt","Mi Lia","5  ","6","20-1"
