"Date","TrackID","RaceNumber","surfaceDescription","HorseName","ProgramNumber","PostPos","MLodds"
"2020-06-11","BEL","5","Dirt","Alandra"," 3 ","3","9-2"
"2020-06-11","BEL","5","Dirt","Kansas Kis"," 4 ","4","6-1"
"2020-06-11","BEL","5","Dirt","Spice Is Nice"," 5 ","5","4-5"
"2020-06-11","BEL","5","Dirt","Love of My Heart"," 6 ","6","15-1"
"2020-06-11","BEL","5","Dirt","Tonal Vision"," 7 ","7","15-1"
"2020-06-11","BEL","6","Turf","Puffery"," 1 ","1","1-1"
"2020-06-11","BEL","6","Turf","Factoring"," 2 ","2","8-1"
"2020-06-11","BEL","6","Turf","Gracetown"," 3 ","3","5-2"
"2020-06-11","BEL","6","Turf","Tappanzee"," 4 ","4","12-1"
"2020-06-11","BEL","6","Turf","Cape Cod Diva"," 5 ","5","6-1"
"2020-06-11","BEL","6","Turf","Wings of Fury"," 6 ","6","5-1"
"2020-06-11","BEL","6","Turf","Ok Honey"," 7 ","7","12-1"
"2020-06-11","BEL","6","Turf","Merlins Muse"," 8 ","8","6-5"
"2020-06-11","BEL","6","Turf","Terpeye"," 9 ","9","12-1"
"2020-06-11","BEL","6","Turf","Makin' Out","10 ","10","8-1"
"2020-06-11","BEL","6","Turf","Teletype","11 ","11","10-1"
"2020-06-11","BEL","6","Turf","Carlisle Belle","12 ","12","20-1"
"2020-06-11","BEL","7","Dirt","Superego"," 1 ","1","30-1"
"2020-06-11","BEL","7","Dirt","Kid d'Oro"," 2 ","2","12-1"
"2020-06-11","BEL","7","Dirt","Danny California"," 3 ","3","6-1"
"2020-06-11","BEL","7","Dirt","Chestertown"," 4 ","4","1-1"
"2020-06-11","BEL","7","Dirt","Our Last Buck"," 5 ","5","7-2"
"2020-06-11","BEL","7","Dirt","Run for Boston"," 6 ","6","12-1"
"2020-06-11","BEL","7","Dirt","Yankee Division"," 7 ","7","8-1"
"2020-06-11","BEL","7","Dirt","Beg to Differ"," 8 ","8","8-1"
"2020-06-11","BEL","8","Inner turf","Tankerville"," 1 ","1","8-1"
"2020-06-11","BEL","8","Inner turf","No Word"," 2 ","2","6-1"
"2020-06-11","BEL","8","Inner turf","Mini P (IRE)"," 3 ","3","10-1"
"2020-06-11","BEL","8","Inner turf","Value Engineering"," 4 ","4","5-2"
"2020-06-11","BEL","8","Inner turf","Life On Top"," 5 ","5","20-1"
"2020-06-11","BEL","8","Inner turf","Fleet Irish"," 6 ","6","50-1"
"2020-06-11","BEL","8","Inner turf","Mr. Alec"," 7 ","7","3-1"
"2020-06-11","BEL","8","Inner turf","Kumar"," 8 ","8","30-1"
"2020-06-11","BEL","8","Inner turf","Militiaman"," 9 ","9","12-1"
"2020-06-11","BEL","8","Inner turf","Tide of the Sea","10 ","10","5-1"
"2020-06-11","BEL","8","Inner turf","Captain Hardship","11 ","11","15-1"
"2020-06-11","BEL","9","Dirt","Prompt"," 1 ","1","20-1"
"2020-06-11","BEL","9","Dirt","Rocketry"," 2 ","2","7-2"
"2020-06-11","BEL","9","Dirt","Moretti"," 3 ","3","8-1"
"2020-06-11","BEL","9","Dirt","Sir Winston"," 4 ","4","8-5"
"2020-06-11","BEL","9","Dirt","Legit"," 5 ","5","8-1"
"2020-06-11","BEL","9","Dirt","Expert"," 6 ","6","10-1"
"2020-06-11","BEL","9","Dirt","Blugrascat's Smile"," 7 ","7","15-1"
"2020-06-11","BEL","9","Dirt","You're to Blame"," 8 ","8","12-1"
"2020-06-11","BEL","9","Dirt","Adventist"," 9 ","9","9-2"
"2020-06-11","BEL","10","Turf","Magical Romance"," 1 ","1","20-1"
"2020-06-11","BEL","10","Turf","Mopolka"," 2 ","2","6-1"
"2020-06-11","BEL","10","Turf","Stuy Town Baby"," 3 ","3","4-1"
"2020-06-11","BEL","10","Turf","Emerald Ice"," 4 ","4","50-1"
"2020-06-11","BEL","10","Turf","Dilly Joe"," 5 ","5","5-1"
"2020-06-11","BEL","10","Turf","Peerless"," 6 ","6","15-1"
"2020-06-11","BEL","10","Turf","Mizzen the Mark"," 7 ","7","9-2"
"2020-06-11","BEL","10","Turf","Queen Kimberly"," 8 ","8","8-1"
"2020-06-11","BEL","10","Turf","Molly's Nighthawk"," 9 ","9","10-1"
"2020-06-11","BEL","10","Turf","Central Capital","10 ","10","12-1"
"2020-06-11","BEL","10","Turf","Women Not Easy","11 ","11","12-1"
"2020-06-11","BEL","10","Turf","Wild North","12 ","12","8-1"
"2020-06-11","BEL","10","Turf","Here Comes Bubbles","13 ","13","20-1"
"2020-06-11","BEL","10","Turf","Brovia","14 ","14","15-1"
"2020-06-11","BEL","10","Turf","Hayezhee","15 ","15","5-1"
"2020-06-11","BEL","10","Turf","Central Perk","16 ","16","3-1"
"2020-06-11","BTP","1","Dirt","Terminal Speed","1  ","4","9-2"
"2020-06-11","BTP","1","Dirt","Captain Kitten","1A ","5","9-2"
"2020-06-11","BTP","1","Dirt","Crown to the Gold","2  ","1","4-1"
"2020-06-11","BTP","1","Dirt","Valycove","3  ","2","5-2"
"2020-06-11","BTP","1","Dirt","Lizzy's Lure","4  ","3","5-1"
"2020-06-11","BTP","1","Dirt","Mansoor","5  ","6","3-1"
"2020-06-11","BTP","1","Dirt","Jrock","6  ","7","8-1"
"2020-06-11","BTP","2","Dirt","Nurse Liz"," 1 ","1","15-1"
"2020-06-11","BTP","2","Dirt","Abigail Lee"," 2 ","2","6-1"
"2020-06-11","BTP","2","Dirt","Liebchen"," 3 ","3","20-1"
"2020-06-11","BTP","2","Dirt","Windy Lu Who"," 4 ","4","4-1"
"2020-06-11","BTP","2","Dirt","Nutnbutaroxstar"," 5 ","5","10-1"
"2020-06-11","BTP","2","Dirt","Biscayne Bay"," 6 ","6","9-2"
"2020-06-11","BTP","2","Dirt","Northern Journey"," 7 ","7","3-1"
"2020-06-11","BTP","2","Dirt","Ronni's Day"," 8 ","8","7-2"
"2020-06-11","BTP","3","Dirt","Blingitonagain"," 1 ","1","2-1"
"2020-06-11","BTP","3","Dirt","My Pardner Cal"," 2 ","2","5-2"
"2020-06-11","BTP","3","Dirt","Graduatewithhonors"," 3 ","3","6-1"
"2020-06-11","BTP","3","Dirt","Lavaca"," 4 ","4","4-1"
"2020-06-11","BTP","3","Dirt","Buster's Boy"," 5 ","5","3-1"
"2020-06-11","BTP","4","Dirt","Candy Lane","1  ","1","3-1"
"2020-06-11","BTP","4","Dirt","Tiger Trail","1A ","7","3-1"
"2020-06-11","BTP","4","Dirt","Kasamount"," 2 ","2","4-1"
"2020-06-11","BTP","4","Dirt","Dare Day"," 3 ","3","2-1"
"2020-06-11","BTP","4","Dirt","Rosco P. Coltrane"," 4 ","4","6-1"
"2020-06-11","BTP","4","Dirt","Private Drive"," 5 ","5","9-2"
"2020-06-11","BTP","4","Dirt","Ms. Maxima"," 6 ","6","10-1"
"2020-06-11","BTP","5","Dirt","Lover Boy"," 1 ","1","15-1"
"2020-06-11","BTP","5","Dirt","Dr. Albert"," 2 ","2","12-1"
"2020-06-11","BTP","5","Dirt","Queen's Palace"," 3 ","3","5-1"
"2020-06-11","BTP","5","Dirt","Rosie's Cowboy"," 4 ","4","5-2"
"2020-06-11","BTP","5","Dirt","Bourbon Native"," 5 ","5","10-1"
"2020-06-11","BTP","5","Dirt","Elegant Eldridge"," 6 ","6","10-1"
"2020-06-11","BTP","5","Dirt","Belleau Wood"," 7 ","7","4-1"
"2020-06-11","BTP","5","Dirt","Cazman"," 8 ","8","7-2"
"2020-06-11","BTP","6","Dirt","Plate It Up","1  ","5","3-1"
"2020-06-11","BTP","6","Dirt","Bodyguard","1A ","8","3-1"
"2020-06-11","BTP","6","Dirt","It'sgoodtobeseen","2  ","1","6-1"
"2020-06-11","BTP","6","Dirt","It's Official","3  ","2","4-1"
"2020-06-11","BTP","6","Dirt","Henry the Cat","4  ","3","2-1"
"2020-06-11","BTP","6","Dirt","Rollin On Tequila","5  ","4","15-1"
"2020-06-11","BTP","6","Dirt","Ransom the Bull"," 6 ","6","10-1"
"2020-06-11","BTP","6","Dirt","Tancahua"," 7 ","7","8-1"
"2020-06-11","BTP","7","Dirt","Starlin"," 1 ","1","3-1"
"2020-06-11","BTP","7","Dirt","Fighting for Grace"," 2 ","2","15-1"
"2020-06-11","BTP","7","Dirt","Grade"," 3 ","3","5-1"
"2020-06-11","BTP","7","Dirt","Bora Bora"," 4 ","4","6-1"
"2020-06-11","BTP","7","Dirt","Obtained"," 5 ","5","10-1"
"2020-06-11","BTP","7","Dirt","Cape Marco Drive"," 6 ","6","10-1"
"2020-06-11","BTP","7","Dirt","Colombiano"," 7 ","7","15-1"
"2020-06-11","BTP","7","Dirt","High Powered"," 8 ","8","8-1"
"2020-06-11","BTP","7","Dirt","Auld Cup"," 9 ","9","20-1"
"2020-06-11","BTP","7","Dirt","Osvaldo","10 ","10","9-2"
"2020-06-11","BTP","7","Dirt","Gunny Roo","11 ","11","12-1"
"2020-06-11","BTP","8","Dirt","A King's Ransom"," 1 ","1","3-1"
"2020-06-11","BTP","8","Dirt","Ice Music"," 2 ","2","20-1"
"2020-06-11","BTP","8","Dirt","Bourbon Shotte"," 3 ","3","15-1"
"2020-06-11","BTP","8","Dirt","Swifty Sam"," 4 ","4","12-1"
"2020-06-11","BTP","8","Dirt","Wings Up"," 5 ","5","15-1"
"2020-06-11","BTP","8","Dirt","Command Code"," 6 ","6","8-1"
"2020-06-11","BTP","8","Dirt","It's Game Time"," 7 ","7","12-1"
"2020-06-11","BTP","8","Dirt","Bronze Medal"," 8 ","8","8-1"
"2020-06-11","BTP","8","Dirt","Run This Town"," 9 ","9","6-1"
"2020-06-11","BTP","8","Dirt","Smart and Broke","10 ","10","5-1"
"2020-06-11","BTP","8","Dirt","Crescent Warrior","11 ","11","4-1"
"2020-06-11","CBY","1","Dirt","Fridley"," 1 ","1","7-2"
"2020-06-11","CBY","1","Dirt","Whiskyforbreakfast"," 2 ","2","9-2"
"2020-06-11","CBY","1","Dirt","Runtech"," 3 ","3","10-1"
"2020-06-11","CBY","1","Dirt","Hoist Your Glass"," 4 ","4","12-1"
"2020-06-11","CBY","1","Dirt","My Vow Is Courage"," 5 ","5","12-1"
"2020-06-11","CBY","1","Dirt","Mr. Cougar"," 6 ","6","5-1"
"2020-06-11","CBY","1","Dirt","Don's Final Final"," 7 ","7","6-1"
"2020-06-11","CBY","1","Dirt","Rahaal"," 8 ","8","5-2"
"2020-06-11","CBY","2","Dirt","Izzy in a Tizzy"," 1 ","1","2-1"
"2020-06-11","CBY","2","Dirt","Weal"," 2 ","2","6-1"
"2020-06-11","CBY","2","Dirt","Blacks Ferry Road"," 3 ","3","5-1"
"2020-06-11","CBY","2","Dirt","Matt and Cheese"," 4 ","4","20-1"
"2020-06-11","CBY","2","Dirt","Youwonderwhyidrink"," 5 ","5","20-1"
"2020-06-11","CBY","2","Dirt","Summertimer"," 6 ","6","12-1"
"2020-06-11","CBY","2","Dirt","Rockthepulpit"," 7 ","7","3-1"
"2020-06-11","CBY","2","Dirt","Cool Edge"," 8 ","8","9-2"
"2020-06-11","CBY","3","Dirt","Defend the Rose"," 1 ","1","8-5"
"2020-06-11","CBY","3","Dirt","Papa's Isla Doll"," 2 ","2","9-2"
"2020-06-11","CBY","3","Dirt","Rental Pool"," 3 ","3","4-1"
"2020-06-11","CBY","3","Dirt","Hotasapistol"," 4 ","4","6-1"
"2020-06-11","CBY","3","Dirt","Helen'sphotoflash"," 5 ","5","15-1"
"2020-06-11","CBY","3","Dirt","Grey Wave"," 6 ","6","10-1"
"2020-06-11","CBY","3","Dirt","Orts Dream"," 7 ","7","15-1"
"2020-06-11","CBY","3","Dirt","Diva de Kela"," 8 ","8","8-1"
"2020-06-11","CBY","4","Turf","Masterful Stride"," 1 ","1","20-1"
"2020-06-11","CBY","4","Turf","No Richie"," 2 ","2","7-2"
"2020-06-11","CBY","4","Turf","Uncle Goyle"," 3 ","3","8-1"
"2020-06-11","CBY","4","Turf","Hotfoot"," 4 ","4","6-1"
"2020-06-11","CBY","4","Turf","Epic Drama"," 5 ","5","3-1"
"2020-06-11","CBY","4","Turf","My Discretion"," 6 ","6","15-1"
"2020-06-11","CBY","4","Turf","Outrun the Posse"," 7 ","7","8-1"
"2020-06-11","CBY","4","Turf","Chatterman"," 8 ","8","6-1"
"2020-06-11","CBY","4","Turf","Knight Disruptor"," 9 ","9","5-1"
"2020-06-11","CBY","5","Dirt","Bandurria"," 1 ","1","3-1"
"2020-06-11","CBY","5","Dirt","Azusa St."," 2 ","2","9-2"
"2020-06-11","CBY","5","Dirt","Macho Rapido"," 3 ","3","4-1"
"2020-06-11","CBY","5","Dirt","Run Away Flash"," 4 ","4","15-1"
"2020-06-11","CBY","5","Dirt","Divided by Pie"," 5 ","5","15-1"
"2020-06-11","CBY","5","Dirt","Stone Cold Heart"," 6 ","6","8-1"
"2020-06-11","CBY","5","Dirt","Otsego"," 7 ","7","15-1"
"2020-06-11","CBY","5","Dirt","Finn Country"," 8 ","8","10-1"
"2020-06-11","CBY","5","Dirt","Captain Drake"," 9 ","9","8-1"
"2020-06-11","CBY","5","Dirt","Mr. D's Legend","10 ","10","6-1"
"2020-06-11","CBY","6","Dirt","Front Office"," 1 ","1","15-1"
"2020-06-11","CBY","6","Dirt","Fortnite Dance"," 2 ","2","5-1"
"2020-06-11","CBY","6","Dirt","Candy Wompus"," 3 ","3","15-1"
"2020-06-11","CBY","6","Dirt","Major Bizkit"," 4 ","4","12-1"
"2020-06-11","CBY","6","Dirt","Starring John Wain"," 5 ","5","8-1"
"2020-06-11","CBY","6","Dirt","Drama in Danube"," 6 ","6","12-1"
"2020-06-11","CBY","6","Dirt","Seek N Justice"," 7 ","7","8-1"
"2020-06-11","CBY","6","Dirt","Brandy Chaser"," 8 ","8","6-1"
"2020-06-11","CBY","6","Dirt","Gatito"," 9 ","9","9-2"
"2020-06-11","CBY","6","Dirt","Hold That Thought","10 ","10","20-1"
"2020-06-11","CBY","6","Dirt","Can If I Can","11 ","11","3-1"
"2020-06-11","CBY","7","Dirt","King of the Court"," 1 ","1","5-1"
"2020-06-11","CBY","7","Dirt","Got Even Smarter"," 2 ","2","8-1"
"2020-06-11","CBY","7","Dirt","J. E.'s Handmedown"," 3 ","3","4-1"
"2020-06-11","CBY","7","Dirt","Drop of Golden Sun"," 4 ","4","15-1"
"2020-06-11","CBY","7","Dirt","Awesome Emmit"," 5 ","5","12-1"
"2020-06-11","CBY","7","Dirt","Jerrys Pridenjoy"," 6 ","6","6-1"
"2020-06-11","CBY","7","Dirt","Speeding Kid"," 7 ","7","8-1"
"2020-06-11","CBY","7","Dirt","Principe Guilherme"," 8 ","8","3-1"
"2020-06-11","CBY","7","Dirt","Man U"," 9 ","9","12-1"
"2020-06-11","CBY","7","Dirt","Tin Badge","10 ","10","15-1"
"2020-06-11","CBY","8","Turf","Therighttobeararms"," 1 ","1","8-1"
"2020-06-11","CBY","8","Turf","Brenda's an I Full"," 2 ","2","8-5"
"2020-06-11","CBY","8","Turf","Friendly and Kind"," 3 ","3","10-1"
"2020-06-11","CBY","8","Turf","Cause to Wonder"," 4 ","4","8-1"
"2020-06-11","CBY","8","Turf","Shady Lane"," 5 ","5","12-1"
"2020-06-11","CBY","8","Turf","Mucho Super Girl"," 6 ","6","15-1"
"2020-06-11","CBY","8","Turf","Smokin Hot Momma"," 7 ","7","9-2"
"2020-06-11","CBY","8","Turf","Sassy Seta"," 8 ","8","7-2"
"2020-06-11","CBY","9","Dirt","Eos Minnie Pearl"," 1 ","1","10-1"
"2020-06-11","CBY","9","Dirt","Give Me Mucho Dinero"," 2 ","2","15-1"
"2020-06-11","CBY","9","Dirt","Runnoft"," 3 ","3","8-1"
"2020-06-11","CBY","9","Dirt","Diamonds On the Dirt"," 4 ","4","6-1"
"2020-06-11","CBY","9","Dirt","Wicked 6"," 5 ","5","2-1"
"2020-06-11","CBY","9","Dirt","Gotta Moment"," 6 ","6","12-1"
"2020-06-11","CBY","9","Dirt","Reigning Berries"," 7 ","7","9-2"
"2020-06-11","CBY","9","Dirt","Favorite Gramma"," 8 ","8","8-1"
"2020-06-11","CBY","9","Dirt","Chicklet"," 9 ","9","15-1"
"2020-06-11","CBY","9","Dirt","Iza Bela B","10 ","10","10-1"
"2020-06-11","CD","1","Dirt","Cadron Flats"," 1 ","1","3-1"
"2020-06-11","CD","1","Dirt","Swither's Shortcut"," 2 ","2","5-2"
"2020-06-11","CD","1","Dirt","Town Drunk"," 3 ","3","4-1"
"2020-06-11","CD","1","Dirt","Southsider"," 4 ","4","8-1"
"2020-06-11","CD","1","Dirt","Firehorn"," 5 ","5","3-1"
"2020-06-11","CD","1","Dirt","Sparkys Surprise"," 6 ","6","12-1"
"2020-06-11","CD","1","Dirt","Quest for Fire"," 7 ","7","8-1"
"2020-06-11","CD","2","Dirt","Summer War","1  ","1","20-1"
"2020-06-11","CD","2","Dirt","Little Empire","1A ","9","20-1"
"2020-06-11","CD","2","Dirt","American Indy"," 2 ","2","8-5"
"2020-06-11","CD","2","Dirt","Trip to Seoul"," 3 ","3","12-1"
"2020-06-11","CD","2","Dirt","Naughty Nellie"," 4 ","4","15-1"
"2020-06-11","CD","2","Dirt","Golden Glass"," 5 ","5","10-1"
"2020-06-11","CD","2","Dirt","Prodigy Doll"," 6 ","6","8-1"
"2020-06-11","CD","2","Dirt","Thoughtfully"," 7 ","7","7-5"
"2020-06-11","CD","2","Dirt","Clear Steps"," 8 ","8","12-1"
"2020-06-11","CD","3","Dirt","Lady McKenzie"," 1 ","1","10-1"
"2020-06-11","CD","3","Dirt","Elusive Ride"," 2 ","2","4-1"
"2020-06-11","CD","3","Dirt","Sweet Carolina"," 3 ","3","7-2"
"2020-06-11","CD","3","Dirt","Lemon Chill"," 4 ","4","8-5"
"2020-06-11","CD","3","Dirt","C'Est Mardi"," 5 ","5","10-1"
"2020-06-11","CD","3","Dirt","Addison"," 6 ","6","9-2"
"2020-06-11","CD","3","Dirt","She's Hot Today"," 7 ","7","10-1"
"2020-06-11","CD","4","Dirt","Itasca"," 1 ","1","10-1"
"2020-06-11","CD","4","Dirt","Taino House"," 2 ","2","5-1"
"2020-06-11","CD","4","Dirt","Siete Leguas"," 3 ","3","6-1"
"2020-06-11","CD","4","Dirt","Bourbon Bryce"," 4 ","4","30-1"
"2020-06-11","CD","4","Dirt","Brother Martin"," 5 ","5","9-2"
"2020-06-11","CD","4","Dirt","Good Clean Fun"," 6 ","6","5-1"
"2020-06-11","CD","4","Dirt","White Wolf"," 7 ","7","5-1"
"2020-06-11","CD","4","Dirt","Mr. Class"," 8 ","8","8-1"
"2020-06-11","CD","4","Dirt","Archrival"," 9 ","9","4-1"
"2020-06-11","CD","4","Dirt","Yamato","10 ","10","15-1"
"2020-06-11","CD","5","Dirt","Charge the Line"," 1 ","1","9-2"
"2020-06-11","CD","5","Dirt","P R Radio Star"," 2 ","2","4-1"
"2020-06-11","CD","5","Dirt","Boyfriend Material"," 3 ","3","8-1"
"2020-06-11","CD","5","Dirt","Hoonani Road"," 4 ","4","5-1"
"2020-06-11","CD","5","Dirt","Touching Rainbows"," 5 ","5","3-1"
"2020-06-11","CD","5","Dirt","Durango Kid"," 6 ","6","20-1"
"2020-06-11","CD","5","Dirt","Hard Belle"," 7 ","7","6-1"
"2020-06-11","CD","5","Dirt","Pat Daddy"," 8 ","8","4-1"
"2020-06-11","CD","6","Turf","Austrian","1  ","2","15-1"
"2020-06-11","CD","6","Turf","Unthrottled","1A ","8","15-1"
"2020-06-11","CD","6","Turf","Pleasecallmeback","2  ","1","6-1"
"2020-06-11","CD","6","Turf","Blanket of Roses"," 3 ","3","8-1"
"2020-06-11","CD","6","Turf","King Theo"," 4 ","4","20-1"
"2020-06-11","CD","6","Turf","Elusive Ruler"," 5 ","5","3-1"
"2020-06-11","CD","6","Turf","Vintage Print"," 6 ","6","2-1"
"2020-06-11","CD","6","Turf","Fancy Liquor"," 7 ","7","9-5"
"2020-06-11","CD","6","Turf","Prodigious Bay","8  ","9","2-1"
"2020-06-11","CD","6","Turf","Extraordinary","9  ","10","3-1"
"2020-06-11","CD","6","Turf","Dean Martini","10 ","11","3-1"
"2020-06-11","CD","7","Dirt","Hidden Talent"," 1 ","1","5-1"
"2020-06-11","CD","7","Dirt","Golden Notion"," 2 ","2","3-1"
"2020-06-11","CD","7","Dirt","Firery Tale"," 3 ","3","30-1"
"2020-06-11","CD","7","Dirt","Youngest of Five"," 4 ","4","4-1"
"2020-06-11","CD","7","Dirt","Soaring Bird"," 5 ","5","6-1"
"2020-06-11","CD","7","Dirt","Comedian"," 6 ","6","5-1"
"2020-06-11","CD","7","Dirt","Hersh"," 7 ","7","5-1"
"2020-06-11","CD","7","Dirt","Grove Daddy"," 8 ","8","30-1"
"2020-06-11","CD","7","Dirt","And Seek"," 9 ","9","6-1"
"2020-06-11","CD","8","Dirt","Aurelia Garland"," 1 ","1","3-1"
"2020-06-11","CD","8","Dirt","Impeccable Style"," 2 ","2","4-1"
"2020-06-11","CD","8","Dirt","Morning Gold"," 3 ","3","9-2"
"2020-06-11","CD","8","Dirt","Elusive Molly"," 4 ","4","5-1"
"2020-06-11","CD","8","Dirt","Velvet Crush"," 5 ","5","9-2"
"2020-06-11","CD","8","Dirt","Seattle Slang"," 6 ","6","7-2"
"2020-06-11","CD","8","Dirt","Bourbina"," 7 ","7","20-1"
"2020-06-11","CD","9","Turf","U S S Lexington"," 1 ","1","12-1"
"2020-06-11","CD","9","Turf","Abramax"," 2 ","2","12-1"
"2020-06-11","CD","9","Turf","Take Charge Patti"," 3 ","3","12-1"
"2020-06-11","CD","9","Turf","Tizahra"," 4 ","4","5-2"
"2020-06-11","CD","9","Turf","Rearrange"," 5 ","5","6-1"
"2020-06-11","CD","9","Turf","Broadway Lady"," 6 ","6","2-1"
"2020-06-11","CD","9","Turf","More Than Unusual"," 7 ","7","8-1"
"2020-06-11","CD","9","Turf","Justleaveitalone"," 8 ","8","15-1"
"2020-06-11","CD","9","Turf","Light in the Dark"," 9 ","9","15-1"
"2020-06-11","CD","9","Turf","A Little Voodoo","10 ","10","8-1"
"2020-06-11","CD","9","Turf","Aimara","11 ","11","12-1"
"2020-06-11","CD","9","Turf","Magic Motion","12 ","12","10-1"
"2020-06-11","CD","9","Turf","Good On Paper","13 ","13","6-1"
"2020-06-11","CD","9","Turf","Shell Shock","14 ","14","8-1"
"2020-06-11","CD","9","Turf","Willyoubemine","15 ","15","12-1"
"2020-06-11","CD","9","Turf","Irrepressible","16 ","16","4-1"
"2020-06-11","CD","9","Turf","April in Paris","17 ","17","3-1"
"2020-06-11","CD","9","Turf","Complete Surprise","18 ","18","8-1"
"2020-06-11","CT","1","Dirt","Audrey Lucille"," 1 ","1","8-1"
"2020-06-11","CT","1","Dirt","Ellie Bear"," 2 ","2","9-2"
"2020-06-11","CT","1","Dirt","Estate of Sonde"," 3 ","3","9-5"
"2020-06-11","CT","1","Dirt","Love Happy"," 4 ","4","4-1"
"2020-06-11","CT","1","Dirt","Paint It Green"," 5 ","5","2-1"
"2020-06-11","CT","1","Dirt","Juna"," 6 ","6","12-1"
"2020-06-11","CT","2","Dirt","Copelanquikzip"," 1 ","1","12-1"
"2020-06-11","CT","2","Dirt","Celia's Pride"," 2 ","2","6-1"
"2020-06-11","CT","2","Dirt","Peaceful Child"," 3 ","3","4-1"
"2020-06-11","CT","2","Dirt","Silver and Blues"," 4 ","4","9-2"
"2020-06-11","CT","2","Dirt","How Is She"," 5 ","5","5-2"
"2020-06-11","CT","2","Dirt","Makin Us Look Good"," 6 ","6","7-2"
"2020-06-11","CT","2","Dirt","Katalima"," 7 ","7","15-1"
"2020-06-11","CT","2","Dirt","Sing Frosty"," 8 ","8","10-1"
"2020-06-11","CT","3","Dirt","Flirting Fuhr Avie"," 1 ","1","6-1"
"2020-06-11","CT","3","Dirt","Berry Strong"," 2 ","2","5-1"
"2020-06-11","CT","3","Dirt","Goin Gangsta"," 3 ","3","12-1"
"2020-06-11","CT","3","Dirt","Clerestory"," 4 ","4","12-1"
"2020-06-11","CT","3","Dirt","Swiss Thunder"," 5 ","5","9-2"
"2020-06-11","CT","3","Dirt","Sister Anna"," 6 ","6","7-2"
"2020-06-11","CT","3","Dirt","Running Prayers"," 7 ","7","10-1"
"2020-06-11","CT","3","Dirt","Irma Girl"," 8 ","8","12-1"
"2020-06-11","CT","3","Dirt","Quick Energy"," 9 ","9","4-1"
"2020-06-11","CT","4","Dirt","Alphardini"," 1 ","1","15-1"
"2020-06-11","CT","4","Dirt","Mary's Listed Next"," 2 ","2","12-1"
"2020-06-11","CT","4","Dirt","Singindownthelane"," 3 ","3","4-1"
"2020-06-11","CT","4","Dirt","Imagoodchatterbug"," 4 ","4","9-2"
