"Date","TrackID","RaceNumber","surfaceDescription","HorseName","ProgramNumber","PostPos","MLodds"
"2020-06-08","LAD","5","Dirt","Zelig"," 8 ","8","10-1"
"2020-06-08","LAD","5","Dirt","Liken It"," 9 ","9","15-1"
"2020-06-08","LAD","5","Dirt","Alterana","10 ","10","7-2"
"2020-06-08","LAD","5","Dirt","Rich Icon","11 ","11","12-1"
"2020-06-08","LAD","5","Dirt","Top Hat Titan","12 ","12","6-1"
"2020-06-08","LAD","5","Dirt","Easy to Miss","13 ","13","12-1"
"2020-06-08","LAD","5","Dirt","Starzip","14 ","14","5-2"
"2020-06-08","LAD","6","Turf","King of Candy"," 1 ","1","4-1"
"2020-06-08","LAD","6","Turf","Lil Big Man"," 2 ","2","15-1"
"2020-06-08","LAD","6","Turf","Dream Halo"," 3 ","3","10-1"
"2020-06-08","LAD","6","Turf","War Count"," 4 ","4","8-1"
"2020-06-08","LAD","6","Turf","Victor Lounge (IRE)"," 5 ","5","9-2"
"2020-06-08","LAD","6","Turf","Jailhouse Kitten"," 6 ","6","7-2"
"2020-06-08","LAD","6","Turf","Gobler"," 7 ","7","15-1"
"2020-06-08","LAD","6","Turf","Candizar"," 8 ","8","4-1"
"2020-06-08","LAD","6","Turf","Eye Cloud"," 9 ","9","30-1"
"2020-06-08","LAD","6","Turf","Runchiefrun","10 ","10","12-1"
"2020-06-08","LAD","6","Turf","Populist","11 ","11","12-1"
"2020-06-08","LAD","7","Dirt","Illuminatingappeal"," 1 ","1","7-2"
"2020-06-08","LAD","7","Dirt","Blue Choice"," 2 ","2","15-1"
"2020-06-08","LAD","7","Dirt","It's Mike's Turn"," 3 ","3","12-1"
"2020-06-08","LAD","7","Dirt","Candy for Three"," 4 ","4","8-1"
"2020-06-08","LAD","7","Dirt","Theboyzhour"," 5 ","5","20-1"
"2020-06-08","LAD","7","Dirt","Aztec Delite"," 6 ","6","15-1"
"2020-06-08","LAD","7","Dirt","Flash Attack"," 7 ","7","5-2"
"2020-06-08","LAD","7","Dirt","Sweet Kayden"," 8 ","8","8-1"
"2020-06-08","LAD","7","Dirt","Ty's Agenda"," 9 ","9","30-1"
"2020-06-08","LAD","7","Dirt","Singing Eagle","10 ","10","15-1"
"2020-06-08","LAD","7","Dirt","Lass Song","11 ","11","20-1"
"2020-06-08","LAD","7","Dirt","Whiskey Bravo","12 ","12","4-1"
"2020-06-08","LRL","1","Turf","Stylish Ninetynine"," 1 ","1","4-1"
"2020-06-08","LRL","1","Turf","Bourbon Gal"," 2 ","2","9-5"
"2020-06-08","LRL","1","Turf","I Am Aine"," 3 ","3","20-1"
"2020-06-08","LRL","1","Turf","Ran Char"," 4 ","4","10-1"
"2020-06-08","LRL","1","Turf","Lucky Ninety Nine"," 5 ","5","8-5"
"2020-06-08","LRL","1","Turf","Mabel's Fable"," 6 ","6","12-1"
"2020-06-08","LRL","1","Turf","Scarlet's Song"," 7 ","7","5-1"
"2020-06-08","LRL","1","Turf","Bound for Broadway"," 8 ","8","3-1"
"2020-06-08","LRL","1","Turf","Melisande"," 9 ","9","15-1"
"2020-06-08","LRL","2","Dirt","Orbiting the Moon"," 1 ","1","30-1"
"2020-06-08","LRL","2","Dirt","Close the Deal"," 2 ","2","8-1"
"2020-06-08","LRL","2","Dirt","Atlantic Avenue"," 3 ","3","7-2"
"2020-06-08","LRL","2","Dirt","Determined Mission"," 4 ","4","20-1"
"2020-06-08","LRL","2","Dirt","Missimard"," 5 ","5","30-1"
"2020-06-08","LRL","2","Dirt","Lady Rozina"," 6 ","6","4-1"
"2020-06-08","LRL","2","Dirt","Perfect Exchange"," 7 ","7","15-1"
"2020-06-08","LRL","2","Dirt","Hand Rail"," 8 ","8","7-2"
"2020-06-08","LRL","2","Dirt","Princess A'go Go"," 9 ","9","15-1"
"2020-06-08","LRL","2","Dirt","Susikin","10 ","10","3-1"
"2020-06-08","LRL","3","Turf","Dixie's Fascinator"," 1 ","1","12-1"
"2020-06-08","LRL","3","Turf","Sea Story"," 2 ","2","3-1"
"2020-06-08","LRL","3","Turf","Tiz Mine"," 3 ","3","10-1"
"2020-06-08","LRL","3","Turf","Carrot Cake"," 4 ","4","5-1"
"2020-06-08","LRL","3","Turf","Whoa Black Betty"," 5 ","5","10-1"
"2020-06-08","LRL","3","Turf","Eloquent Lady"," 6 ","6","5-2"
"2020-06-08","LRL","3","Turf","You're Doing Fine"," 7 ","7","15-1"
"2020-06-08","LRL","3","Turf","Secret Archangel"," 8 ","8","12-1"
"2020-06-08","LRL","3","Turf","Hydra"," 9 ","9","5-1"
"2020-06-08","LRL","4","Dirt","Flasharino"," 1 ","1","30-1"
"2020-06-08","LRL","4","Dirt","Super Houdini"," 2 ","2","15-1"
"2020-06-08","LRL","4","Dirt","Market Mover"," 3 ","3","8-1"
"2020-06-08","LRL","4","Dirt","Jebologist"," 4 ","4","9-2"
"2020-06-08","LRL","4","Dirt","Silent Malice"," 5 ","5","9-5"
"2020-06-08","LRL","4","Dirt","Successful Cure"," 6 ","6","10-1"
"2020-06-08","LRL","4","Dirt","Saint Marco"," 7 ","7","12-1"
"2020-06-08","LRL","4","Dirt","Welling"," 8 ","8","2-1"
"2020-06-08","LRL","5","Turf","Imperial Brew"," 1 ","1","10-1"
"2020-06-08","LRL","5","Turf","Masai Man"," 2 ","2","10-1"
"2020-06-08","LRL","5","Turf","Catauga County"," 3 ","3","15-1"
"2020-06-08","LRL","5","Turf","Love's Legend"," 4 ","4","6-1"
"2020-06-08","LRL","5","Turf","McLean House"," 5 ","5","30-1"
"2020-06-08","LRL","5","Turf","Old Dominion"," 6 ","6","4-1"
"2020-06-08","LRL","5","Turf","Calamity Kat"," 7 ","7","9-2"
"2020-06-08","LRL","5","Turf","High Society"," 8 ","8","10-1"
"2020-06-08","LRL","5","Turf","Eastport"," 9 ","9","5-1"
"2020-06-08","LRL","5","Turf","The Walk","10 ","10","9-2"
"2020-06-08","LRL","6","Dirt","Moon Watcher"," 1 ","1","15-1"
"2020-06-08","LRL","6","Dirt","Whats the Chances"," 2 ","2","12-1"
"2020-06-08","LRL","6","Dirt","Boss Onthe Horizon"," 3 ","3","3-1"
"2020-06-08","LRL","6","Dirt","Nicky Bear"," 4 ","4","20-1"
"2020-06-08","LRL","6","Dirt","Devotion in Motion"," 5 ","5","8-1"
"2020-06-08","LRL","6","Dirt","Aiken On Tap"," 6 ","6","10-1"
"2020-06-08","LRL","6","Dirt","Boston Billy"," 7 ","7","15-1"
"2020-06-08","LRL","6","Dirt","Lucerito"," 8 ","8","12-1"
"2020-06-08","LRL","6","Dirt","Dr. Rusty Raymond"," 9 ","9","6-1"
"2020-06-08","LRL","6","Dirt","Bob's Glory","10 ","10","20-1"
"2020-06-08","LRL","6","Dirt","Fellow","11 ","11","50-1"
"2020-06-08","LRL","6","Dirt","Fair Catch","12 ","12","5-2"
"2020-06-08","LRL","6","Dirt","Dusky","13 ","13","50-1"
"2020-06-08","LRL","7","Turf","Completed Pass"," 1 ","1","5-2"
"2020-06-08","LRL","7","Turf","Regally Irish"," 2 ","2","20-1"
"2020-06-08","LRL","7","Turf","Isotherm"," 3 ","3","10-1"
"2020-06-08","LRL","7","Turf","Duncastle"," 4 ","4","15-1"
"2020-06-08","LRL","7","Turf","Dupree"," 5 ","5","20-1"
"2020-06-08","LRL","7","Turf","American Sailor"," 6 ","6","6-1"
"2020-06-08","LRL","7","Turf","Threes Over Deuces"," 7 ","7","5-2"
"2020-06-08","LRL","7","Turf","Love You Much"," 8 ","8","10-1"
"2020-06-08","LRL","7","Turf","Jammer"," 9 ","9","15-1"
"2020-06-08","LRL","7","Turf","Oldies But Goodies","10 ","10","6-1"
"2020-06-08","LRL","7","Turf","Tricks to Doo","11 ","11","3-1"
"2020-06-08","LRL","7","Turf","Powell","12 ","12","15-1"
"2020-06-08","LRL","8","Dirt","Hezawinnerwithme"," 1 ","1","15-1"
"2020-06-08","LRL","8","Dirt","Hello Amigo"," 2 ","2","6-1"
"2020-06-08","LRL","8","Dirt","Russeldoingthings"," 3 ","3","4-1"
"2020-06-08","LRL","8","Dirt","Firecall"," 4 ","4","20-1"
"2020-06-08","LRL","8","Dirt","Sugar Daddy"," 5 ","5","12-1"
"2020-06-08","LRL","8","Dirt","Artistic Reason"," 6 ","6","9-2"
"2020-06-08","LRL","8","Dirt","Got You Beat"," 7 ","7","15-1"
"2020-06-08","LRL","8","Dirt","Zen Pi"," 8 ","8","20-1"
"2020-06-08","LRL","8","Dirt","Kickstarter"," 9 ","9","15-1"
"2020-06-08","LRL","8","Dirt","Josef Is Real","10 ","10","12-1"
"2020-06-08","LRL","8","Dirt","Ima Ima Starboy","11 ","11","12-1"
"2020-06-08","LRL","8","Dirt","Karan's Notion","12 ","12","20-1"
"2020-06-08","LRL","8","Dirt","Robber Bob","13 ","13","7-2"
"2020-06-08","LRL","9","Turf","Princess Killmain"," 1 ","1","20-1"
"2020-06-08","LRL","9","Turf","Goodnight Moon"," 2 ","2","10-1"
"2020-06-08","LRL","9","Turf","R U Happy Now"," 3 ","3","12-1"
"2020-06-08","LRL","9","Turf","Checkbouncin Billy"," 4 ","4","6-1"
"2020-06-08","LRL","9","Turf","Dat Dares Gold"," 5 ","5","20-1"
"2020-06-08","LRL","9","Turf","Dance Or Stroll"," 6 ","6","3-1"
